plate,cell_line,cell_age,well,wavelength,probe name,dot value,fish segmetation path,file
5500000007,0,18,B03,561,MYL7,0.01,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.01/5500000007_40X_20181010_2-Scene-12-P18-B03-OME TIFF-Export-34_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-12-P18-B03.czi
5500000007,0,18,C02,488,PLN,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.03/5500000007_40X_20181010_4-Scene-01-P41-C02-OME TIFF-Export-35_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-01-P41-C02.czi
5500000007,0,18,C02,638,CACNA1D,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.03/5500000007_40X_20181010_4-Scene-01-P41-C02-OME TIFF-Export-35_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-01-P41-C02.czi
5500000007,0,18,C02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-01-P41-C02-OME TIFF-Export-35_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-01-P41-C02.czi
5500000007,0,18,C02,488,PLN,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.03/5500000007_40X_20181010_4-Scene-02-P44-C02-OME TIFF-Export-36_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-02-P44-C02.czi
5500000007,0,18,C02,638,CACNA1D,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.03/5500000007_40X_20181010_4-Scene-02-P44-C02-OME TIFF-Export-36_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-02-P44-C02.czi
5500000007,0,18,C02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-02-P44-C02-OME TIFF-Export-36_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-02-P44-C02.czi
5500000007,0,18,C02,488,PLN,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.03/5500000007_40X_20181010_4-Scene-05-P45-C02-OME TIFF-Export-39_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-05-P45-C02.czi
5500000007,0,18,C02,638,CACNA1D,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.03/5500000007_40X_20181010_4-Scene-05-P45-C02-OME TIFF-Export-39_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-05-P45-C02.czi
5500000007,0,18,C02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-05-P45-C02-OME TIFF-Export-39_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-05-P45-C02.czi
5500000007,0,18,C02,488,PLN,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.03/5500000007_40X_20181010_4-Scene-07-P47-C02-OME TIFF-Export-41_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-07-P47-C02.czi
5500000007,0,18,C02,638,CACNA1D,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.03/5500000007_40X_20181010_4-Scene-07-P47-C02-OME TIFF-Export-41_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-07-P47-C02.czi
5500000007,0,18,C02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-07-P47-C02-OME TIFF-Export-41_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-07-P47-C02.czi
5500000007,0,18,C02,488,PLN,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.03/5500000007_40X_20181010_4-Scene-09-P50-C02-OME TIFF-Export-02_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-09-P50-C02.czi
5500000007,0,18,C02,638,CACNA1D,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.03/5500000007_40X_20181010_4-Scene-09-P50-C02-OME TIFF-Export-02_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-09-P50-C02.czi
5500000007,0,18,C02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-09-P50-C02-OME TIFF-Export-02_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-09-P50-C02.czi
5500000007,0,18,C03,488,COL2A1,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_4-Scene-11-P53-C03-OME TIFF-Export-04_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-11-P53-C03.czi
5500000007,0,18,C03,638,PRSS35,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_4-Scene-11-P53-C03-OME TIFF-Export-04_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-11-P53-C03.czi
5500000007,0,18,C03,561,TNNT2,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-11-P53-C03-OME TIFF-Export-04_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-11-P53-C03.czi
5500000007,0,18,C03,488,COL2A1,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_4-Scene-12-P54-C03-OME TIFF-Export-05_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-12-P54-C03.czi
5500000007,0,18,C03,638,PRSS35,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_4-Scene-12-P54-C03-OME TIFF-Export-05_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-12-P54-C03.czi
5500000007,0,18,C03,561,TNNT2,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-12-P54-C03-OME TIFF-Export-05_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-12-P54-C03.czi
5500000007,0,18,C03,488,COL2A1,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_4-Scene-13-P51-C03-OME TIFF-Export-06_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-13-P51-C03.czi
5500000007,0,18,C03,638,PRSS35,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_4-Scene-13-P51-C03-OME TIFF-Export-06_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-13-P51-C03.czi
5500000007,0,18,C03,561,TNNT2,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-13-P51-C03-OME TIFF-Export-06_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-13-P51-C03.czi
5500000007,0,18,C03,488,COL2A1,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_4-Scene-14-P52-C03-OME TIFF-Export-07_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-14-P52-C03.czi
5500000007,0,18,C03,638,PRSS35,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_4-Scene-14-P52-C03-OME TIFF-Export-07_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-14-P52-C03.czi
5500000007,0,18,C03,561,TNNT2,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-14-P52-C03-OME TIFF-Export-07_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-14-P52-C03.czi
5500000007,0,18,C03,488,COL2A1,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_4-Scene-15-P55-C03-OME TIFF-Export-08_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-15-P55-C03.czi
5500000007,0,18,C03,638,PRSS35,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_4-Scene-15-P55-C03-OME TIFF-Export-08_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-15-P55-C03.czi
5500000007,0,18,C03,561,TNNT2,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-15-P55-C03-OME TIFF-Export-08_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-15-P55-C03.czi
5500000007,0,18,C03,488,COL2A1,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_4-Scene-16-P57-C03-OME TIFF-Export-09_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-16-P57-C03.czi
5500000007,0,18,C03,638,PRSS35,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_4-Scene-16-P57-C03-OME TIFF-Export-09_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-16-P57-C03.czi
5500000007,0,18,C03,561,TNNT2,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-16-P57-C03-OME TIFF-Export-09_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-16-P57-C03.czi
5500000007,0,18,C03,488,COL2A1,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_4-Scene-18-P60-C03-OME TIFF-Export-11_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-18-P60-C03.czi
5500000007,0,18,C03,638,PRSS35,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_4-Scene-18-P60-C03-OME TIFF-Export-11_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-18-P60-C03.czi
5500000007,0,18,C03,561,TNNT2,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-18-P60-C03-OME TIFF-Export-11_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-18-P60-C03.czi
5500000007,0,18,C03,488,COL2A1,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_4-Scene-19-P58-C03-OME TIFF-Export-12_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-19-P58-C03.czi
5500000007,0,18,C03,638,PRSS35,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_4-Scene-19-P58-C03-OME TIFF-Export-12_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-19-P58-C03.czi
5500000007,0,18,C03,561,TNNT2,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-19-P58-C03-OME TIFF-Export-12_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-19-P58-C03.czi
5500000007,0,18,C03,488,COL2A1,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_4-Scene-20-P59-C03-OME TIFF-Export-13_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-20-P59-C03.czi
5500000007,0,18,C03,638,PRSS35,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_4-Scene-20-P59-C03-OME TIFF-Export-13_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-20-P59-C03.czi
5500000007,0,18,C03,561,TNNT2,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_4-Scene-20-P59-C03-OME TIFF-Export-13_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-20-P59-C03.czi
5500000008,CAAX,30,B04,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-24-P25-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-24-P25-B04.czi
5500000008,CAAX,30,B04,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-24-P25-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-24-P25-B04.czi
5500000008,CAAX,30,B04,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-25-P30-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-25-P30-B04.czi
5500000008,CAAX,30,B04,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-25-P30-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-25-P30-B04.czi
5500000008,CAAX,30,B04,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-27-P26-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-27-P26-B04.czi
5500000008,CAAX,30,B04,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-27-P26-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-27-P26-B04.czi
5500000008,CAAX,30,B04,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-28-P29-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-28-P29-B04.czi
5500000008,CAAX,30,B04,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-28-P29-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-28-P29-B04.czi
5500000008,CAAX,30,B04,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-30-P28-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-30-P28-B04.czi
5500000008,CAAX,30,B04,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-30-P28-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-30-P28-B04.czi
5500000008,CAAX,30,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-31-P36-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-31-P36-B05.czi
5500000008,CAAX,30,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-31-P36-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-31-P36-B05.czi
5500000008,CAAX,30,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-32-P31-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-32-P31-B05.czi
5500000008,CAAX,30,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-32-P31-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-32-P31-B05.czi
5500000008,CAAX,30,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-33-P32-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-33-P32-B05.czi
5500000008,CAAX,30,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-33-P32-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-33-P32-B05.czi
5500000008,CAAX,30,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-34-P40-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-34-P40-B05.czi
5500000008,CAAX,30,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-34-P40-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-34-P40-B05.czi
5500000008,CAAX,30,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-35-P34-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-35-P34-B05.czi
5500000008,CAAX,30,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-35-P34-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-35-P34-B05.czi
5500000008,CAAX,30,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-37-P39-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-37-P39-B05.czi
5500000008,CAAX,30,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-37-P39-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-37-P39-B05.czi
5500000008,CAAX,30,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-38-P35-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-38-P35-B05.czi
5500000008,CAAX,30,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-38-P35-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-38-P35-B05.czi
5500000008,CAAX,30,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.04/5500000008_40X_20181011_1-Scene-39-P37-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-39-P37-B05.czi
5500000008,CAAX,30,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.04/5500000008_40X_20181011_1-Scene-39-P37-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-39-P37-B05.czi
5500000008,CAAX,30,C04,488,PLN,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.03/5500000008_40X_20181011_2-Scene-21-P61-C04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_2-Scene-21-P61-C04.czi
5500000008,CAAX,30,C04,638,CACNA1D,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.03/5500000008_40X_20181011_2-Scene-21-P61-C04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_2-Scene-21-P61-C04.czi
5500000008,CAAX,30,C04,488,PLN,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_488_0.03/5500000008_40X_20181011_2-Scene-22-P63-C04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_2-Scene-22-P63-C04.czi
5500000008,CAAX,30,C04,638,CACNA1D,0.03,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000008_CAAX/out_638_0.03/5500000008_40X_20181011_2-Scene-22-P63-C04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_2-Scene-22-P63-C04.czi
